key,link,n_visit,last_visit,study_interval,is_current,is_retired,box_id,easiness,n_scores
weten,https://www.woorden.org/woord/weten,0,2023-03-17 13:51:35.579094,0,True,False,0259,2.5,"{0: 0, 1: 0, 2: 0, 3: 0, 4: 0, 5: 0}"
gisteren,https://www.woorden.org/woord/gisteren,0,2023-03-17 13:51:35.579094,0,True,False,3582,2.5,"{0: 0, 1: 0, 2: 0, 3: 0, 4: 0, 5: 0}"
toch,https://www.woorden.org/woord/toch,0,2023-03-17 13:51:35.579094,0,True,False,9148,2.5,"{0: 0, 1: 0, 2: 0, 3: 0, 4: 0, 5: 0}"
bedrijf,https://www.woorden.org/woord/bedrijf,0,2023-03-17 13:51:35.579094,0,True,False,9148,2.5,"{0: 0, 1: 0, 2: 0, 3: 0, 4: 0, 5: 0}"
staan,https://www.woorden.org/woord/staan,0,2023-03-17 13:51:35.579094,0,True,False,0259,2.5,"{0: 0, 1: 0, 2: 0, 3: 0, 4: 0, 5: 0}"
hier,https://www.woorden.org/woord/hier,0,2023-03-17 13:51:35.579094,0,True,False,5704,2.5,"{0: 0, 1: 0, 2: 0, 3: 0, 4: 0, 5: 0}"
europese,https://www.woorden.org/woord/europese,0,2023-03-17 13:51:35.579094,0,True,False,3582,2.5,"{0: 0, 1: 0, 2: 0, 3: 0, 4: 0, 5: 0}"
binnen,https://www.woorden.org/woord/binnen,0,2023-03-17 13:51:35.579094,0,True,False,9148,2.5,"{0: 0, 1: 0, 2: 0, 3: 0, 4: 0, 5: 0}"
ministerie,https://www.woorden.org/woord/ministerie,0,2023-03-17 13:51:35.579094,0,True,False,6815,2.5,"{0: 0, 1: 0, 2: 0, 3: 0, 4: 0, 5: 0}"
kabinet,https://www.woorden.org/woord/kabinet,0,2023-03-17 13:51:35.579094,0,True,False,9148,2.5,"{0: 0, 1: 0, 2: 0, 3: 0, 4: 0, 5: 0}"
dagen,https://www.woorden.org/woord/dagen,0,2023-03-17 13:51:35.579094,0,True,False,6815,2.5,"{0: 0, 1: 0, 2: 0, 3: 0, 4: 0, 5: 0}"
kamer,https://www.woorden.org/woord/kamer,0,2023-03-17 13:51:35.579094,0,True,False,8037,2.5,"{0: 0, 1: 0, 2: 0, 3: 0, 4: 0, 5: 0}"
zaken,https://www.woorden.org/woord/zaken,0,2023-03-17 13:51:35.579094,0,True,False,6815,2.5,"{0: 0, 1: 0, 2: 0, 3: 0, 4: 0, 5: 0}"
auto,https://www.woorden.org/woord/auto,0,2023-03-17 13:51:35.579094,0,True,False,0259,2.5,"{0: 0, 1: 0, 2: 0, 3: 0, 4: 0, 5: 0}"
regering,https://www.woorden.org/woord/regering,0,2023-03-17 13:51:35.579094,0,True,False,7926,2.5,"{0: 0, 1: 0, 2: 0, 3: 0, 4: 0, 5: 0}"
vrouw,https://www.woorden.org/woord/vrouw,0,2023-03-17 13:51:35.579094,0,True,False,8037,2.5,"{0: 0, 1: 0, 2: 0, 3: 0, 4: 0, 5: 0}"
eigen,https://www.woorden.org/woord/eigen,0,2023-03-17 13:51:35.579094,0,True,False,8037,2.5,"{0: 0, 1: 0, 2: 0, 3: 0, 4: 0, 5: 0}"
vanwege,https://www.woorden.org/woord/vanwege,0,2023-03-17 13:51:35.579094,0,True,False,4693,2.5,"{0: 0, 1: 0, 2: 0, 3: 0, 4: 0, 5: 0}"
rond,https://www.woorden.org/woord/rond,0,2023-03-17 13:51:35.579094,0,True,False,3582,2.5,"{0: 0, 1: 0, 2: 0, 3: 0, 4: 0, 5: 0}"
huis,https://www.woorden.org/woord/huis,0,2023-03-17 13:51:35.579094,0,True,False,4693,2.5,"{0: 0, 1: 0, 2: 0, 3: 0, 4: 0, 5: 0}"
stad,https://www.woorden.org/woord/stad,0,2023-03-17 13:51:35.579094,0,True,False,9148,2.5,"{0: 0, 1: 0, 2: 0, 3: 0, 4: 0, 5: 0}"
bijna,https://www.woorden.org/woord/bijna,0,2023-03-17 13:51:35.579094,0,True,False,8037,2.5,"{0: 0, 1: 0, 2: 0, 3: 0, 4: 0, 5: 0}"
vier,https://www.woorden.org/woord/vier,0,2023-03-17 13:51:35.579094,0,True,False,4693,2.5,"{0: 0, 1: 0, 2: 0, 3: 0, 4: 0, 5: 0}"
ruim,https://www.woorden.org/woord/ruim,0,2023-03-17 13:51:35.579094,0,True,False,2471,2.5,"{0: 0, 1: 0, 2: 0, 3: 0, 4: 0, 5: 0}"
later,https://www.woorden.org/woord/later,0,2023-03-17 13:51:35.579094,0,True,False,6815,2.5,"{0: 0, 1: 0, 2: 0, 3: 0, 4: 0, 5: 0}"
bijvoorbeeld,https://www.woorden.org/woord/bijvoorbeeld,0,2023-03-17 13:51:35.579094,0,True,False,6815,2.5,"{0: 0, 1: 0, 2: 0, 3: 0, 4: 0, 5: 0}"
ging,https://www.woorden.org/woord/ging,0,2023-03-17 13:51:35.579094,0,True,False,0259,2.5,"{0: 0, 1: 0, 2: 0, 3: 0, 4: 0, 5: 0}"
via,https://www.woorden.org/woord/via,0,2023-03-17 13:51:35.579094,0,True,False,7926,2.5,"{0: 0, 1: 0, 2: 0, 3: 0, 4: 0, 5: 0}"
premier,https://www.woorden.org/woord/premier,0,2023-03-17 13:51:35.579094,0,True,False,1360,2.5,"{0: 0, 1: 0, 2: 0, 3: 0, 4: 0, 5: 0}"
hadden,https://www.woorden.org/woord/hadden,0,2023-03-17 13:51:35.579094,0,True,False,3582,2.5,"{0: 0, 1: 0, 2: 0, 3: 0, 4: 0, 5: 0}"
geleden,https://www.woorden.org/woord/geleden,0,2023-03-17 13:51:35.579094,0,True,False,0259,2.5,"{0: 0, 1: 0, 2: 0, 3: 0, 4: 0, 5: 0}"
groot,https://www.woorden.org/woord/groot,0,2023-03-17 13:51:35.579094,0,True,False,5704,2.5,"{0: 0, 1: 0, 2: 0, 3: 0, 4: 0, 5: 0}"
vorige,https://www.woorden.org/woord/vorige,0,2023-03-17 13:51:35.579094,0,True,False,3582,2.5,"{0: 0, 1: 0, 2: 0, 3: 0, 4: 0, 5: 0}"
partij,https://www.woorden.org/woord/partij,0,2023-03-17 13:51:35.579094,0,True,False,7926,2.5,"{0: 0, 1: 0, 2: 0, 3: 0, 4: 0, 5: 0}"
weg,https://www.woorden.org/woord/weg,0,2023-03-17 13:51:35.579094,0,True,False,5704,2.5,"{0: 0, 1: 0, 2: 0, 3: 0, 4: 0, 5: 0}"
wie,https://www.woorden.org/woord/wie,0,2023-03-17 13:51:35.579094,0,True,False,0259,2.5,"{0: 0, 1: 0, 2: 0, 3: 0, 4: 0, 5: 0}"
deel,https://www.woorden.org/woord/deel,0,2023-03-17 13:51:35.579094,0,True,False,5704,2.5,"{0: 0, 1: 0, 2: 0, 3: 0, 4: 0, 5: 0}"
iets,https://www.woorden.org/woord/iets,0,2023-03-17 13:51:35.579094,0,True,False,2471,2.5,"{0: 0, 1: 0, 2: 0, 3: 0, 4: 0, 5: 0}"
laatste,https://www.woorden.org/woord/laatste,0,2023-03-17 13:51:35.579094,0,True,False,0259,2.5,"{0: 0, 1: 0, 2: 0, 3: 0, 4: 0, 5: 0}"
houden,https://www.woorden.org/woord/houden,0,2023-03-17 13:51:35.579094,0,True,False,8037,2.5,"{0: 0, 1: 0, 2: 0, 3: 0, 4: 0, 5: 0}"
zeker,https://www.woorden.org/woord/zeker,0,2023-03-17 13:51:35.579094,0,True,False,1360,2.5,"{0: 0, 1: 0, 2: 0, 3: 0, 4: 0, 5: 0}"
terug,https://www.woorden.org/woord/terug,0,2023-03-17 13:51:35.579094,0,True,False,4693,2.5,"{0: 0, 1: 0, 2: 0, 3: 0, 4: 0, 5: 0}"
elkaar,https://www.woorden.org/woord/elkaar,0,2023-03-17 13:51:35.579094,0,True,False,9148,2.5,"{0: 0, 1: 0, 2: 0, 3: 0, 4: 0, 5: 0}"
ons,https://www.woorden.org/woord/ons,0,2023-03-17 13:51:35.579094,0,True,False,9148,2.5,"{0: 0, 1: 0, 2: 0, 3: 0, 4: 0, 5: 0}"
gemaakt,https://www.woorden.org/woord/gemaakt,0,2023-03-17 13:51:35.579094,0,True,False,2471,2.5,"{0: 0, 1: 0, 2: 0, 3: 0, 4: 0, 5: 0}"
blijven,https://www.woorden.org/woord/blijven,0,2023-03-17 13:51:35.579094,0,True,False,3582,2.5,"{0: 0, 1: 0, 2: 0, 3: 0, 4: 0, 5: 0}"
nodig,https://www.woorden.org/woord/nodig,0,2023-03-17 13:51:35.579094,0,True,False,6815,2.5,"{0: 0, 1: 0, 2: 0, 3: 0, 4: 0, 5: 0}"
woordvoerder,https://www.woorden.org/woord/woordvoerder,0,2023-03-17 13:51:35.579094,0,True,False,0259,2.5,"{0: 0, 1: 0, 2: 0, 3: 0, 4: 0, 5: 0}"
maanden,https://www.woorden.org/woord/maanden,0,2023-03-17 13:51:35.579094,0,True,False,7926,2.5,"{0: 0, 1: 0, 2: 0, 3: 0, 4: 0, 5: 0}"
duidelijk,https://www.woorden.org/woord/duidelijk,0,2023-03-17 13:51:35.579094,0,True,False,3582,2.5,"{0: 0, 1: 0, 2: 0, 3: 0, 4: 0, 5: 0}"
snel,https://www.woorden.org/woord/snel,0,2023-03-17 13:51:35.579094,0,True,False,3582,2.5,"{0: 0, 1: 0, 2: 0, 3: 0, 4: 0, 5: 0}"
daarom,https://www.woorden.org/woord/daarom,0,2023-03-17 13:51:35.579094,0,True,False,5704,2.5,"{0: 0, 1: 0, 2: 0, 3: 0, 4: 0, 5: 0}"
den,https://www.woorden.org/woord/den,0,2023-03-17 13:51:35.579094,0,True,False,8037,2.5,"{0: 0, 1: 0, 2: 0, 3: 0, 4: 0, 5: 0}"
zullen,https://www.woorden.org/woord/zullen,0,2023-03-17 13:51:35.579094,0,True,False,2471,2.5,"{0: 0, 1: 0, 2: 0, 3: 0, 4: 0, 5: 0}"
altijd,https://www.woorden.org/woord/altijd,0,2023-03-17 13:51:35.579094,0,True,False,8037,2.5,"{0: 0, 1: 0, 2: 0, 3: 0, 4: 0, 5: 0}"
eerst,https://www.woorden.org/woord/eerst,0,2023-03-17 13:51:35.579094,0,True,False,8037,2.5,"{0: 0, 1: 0, 2: 0, 3: 0, 4: 0, 5: 0}"
maand,https://www.woorden.org/woord/maand,0,2023-03-17 13:51:35.579094,0,True,False,3582,2.5,"{0: 0, 1: 0, 2: 0, 3: 0, 4: 0, 5: 0}"
vinden,https://www.woorden.org/woord/vinden,0,2023-03-17 13:51:35.579094,0,True,False,0259,2.5,"{0: 0, 1: 0, 2: 0, 3: 0, 4: 0, 5: 0}"
vijf,https://www.woorden.org/woord/vijf,0,2023-03-17 13:51:35.579094,0,True,False,1360,2.5,"{0: 0, 1: 0, 2: 0, 3: 0, 4: 0, 5: 0}"
zitten,https://www.woorden.org/woord/zitten,0,2023-03-17 13:51:35.579094,0,True,False,9148,2.5,"{0: 0, 1: 0, 2: 0, 3: 0, 4: 0, 5: 0}"
vaak,https://www.woorden.org/woord/vaak,0,2023-03-17 13:51:35.579094,0,True,False,2471,2.5,"{0: 0, 1: 0, 2: 0, 3: 0, 4: 0, 5: 0}"
moment,https://www.woorden.org/woord/moment,0,2023-03-17 13:51:35.579094,0,True,False,3582,2.5,"{0: 0, 1: 0, 2: 0, 3: 0, 4: 0, 5: 0}"
hen,https://www.woorden.org/woord/hen,0,2023-03-17 13:51:35.579094,0,True,False,3582,2.5,"{0: 0, 1: 0, 2: 0, 3: 0, 4: 0, 5: 0}"
schrijft,https://www.woorden.org/woord/schrijft,0,2023-03-17 13:51:35.579094,0,True,False,2471,2.5,"{0: 0, 1: 0, 2: 0, 3: 0, 4: 0, 5: 0}"
bedrijven,https://www.woorden.org/woord/bedrijven,0,2023-03-17 13:51:35.579094,0,True,False,6815,2.5,"{0: 0, 1: 0, 2: 0, 3: 0, 4: 0, 5: 0}"
weken,https://www.woorden.org/woord/weken,0,2023-03-17 13:51:35.579094,0,True,False,8037,2.5,"{0: 0, 1: 0, 2: 0, 3: 0, 4: 0, 5: 0}"
mijn,https://www.woorden.org/woord/mijn,0,2023-03-17 13:51:35.579094,0,True,False,9148,2.5,"{0: 0, 1: 0, 2: 0, 3: 0, 4: 0, 5: 0}"
niets,https://www.woorden.org/woord/niets,0,2023-03-17 13:51:35.579094,0,True,False,5704,2.5,"{0: 0, 1: 0, 2: 0, 3: 0, 4: 0, 5: 0}"
zonder,https://www.woorden.org/woord/zonder,0,2023-03-17 13:51:35.579094,0,True,False,7926,2.5,"{0: 0, 1: 0, 2: 0, 3: 0, 4: 0, 5: 0}"
zaak,https://www.woorden.org/woord/zaak,0,2023-03-17 13:51:35.579094,0,True,False,2471,2.5,"{0: 0, 1: 0, 2: 0, 3: 0, 4: 0, 5: 0}"
samen,https://www.woorden.org/woord/samen,0,2023-03-17 13:51:35.579094,0,True,False,9148,2.5,"{0: 0, 1: 0, 2: 0, 3: 0, 4: 0, 5: 0}"
werk,https://www.woorden.org/woord/werk,0,2023-03-17 13:51:35.579094,0,True,False,2471,2.5,"{0: 0, 1: 0, 2: 0, 3: 0, 4: 0, 5: 0}"
amsterdam,https://www.woorden.org/woord/amsterdam,0,2023-03-17 13:51:35.579094,0,True,False,3582,2.5,"{0: 0, 1: 0, 2: 0, 3: 0, 4: 0, 5: 0}"
kreeg,https://www.woorden.org/woord/kreeg,0,2023-03-17 13:51:35.579094,0,True,False,4693,2.5,"{0: 0, 1: 0, 2: 0, 3: 0, 4: 0, 5: 0}"
blijkt,https://www.woorden.org/woord/blijkt,0,2023-03-17 13:51:35.579094,0,True,False,7926,2.5,"{0: 0, 1: 0, 2: 0, 3: 0, 4: 0, 5: 0}"
extra,https://www.woorden.org/woord/extra,0,2023-03-17 13:51:35.579094,0,True,False,3582,2.5,"{0: 0, 1: 0, 2: 0, 3: 0, 4: 0, 5: 0}"
wij,https://www.woorden.org/woord/wij,0,2023-03-17 13:51:35.579094,0,True,False,8037,2.5,"{0: 0, 1: 0, 2: 0, 3: 0, 4: 0, 5: 0}"
verschillende,https://www.woorden.org/woord/verschillende,0,2023-03-17 13:51:35.579094,0,True,False,6815,2.5,"{0: 0, 1: 0, 2: 0, 3: 0, 4: 0, 5: 0}"
gedaan,https://www.woorden.org/woord/gedaan,0,2023-03-17 13:51:35.579094,0,True,False,6815,2.5,"{0: 0, 1: 0, 2: 0, 3: 0, 4: 0, 5: 0}"
geven,https://www.woorden.org/woord/geven,0,2023-03-17 13:51:35.579094,0,True,False,4693,2.5,"{0: 0, 1: 0, 2: 0, 3: 0, 4: 0, 5: 0}"
kwamen,https://www.woorden.org/woord/kwamen,0,2023-03-17 13:51:35.579094,0,True,False,2471,2.5,"{0: 0, 1: 0, 2: 0, 3: 0, 4: 0, 5: 0}"
hele,https://www.woorden.org/woord/hele,0,2023-03-17 13:51:35.579094,0,True,False,0259,2.5,"{0: 0, 1: 0, 2: 0, 3: 0, 4: 0, 5: 0}"
gemeente,https://www.woorden.org/woord/gemeente,0,2023-03-17 13:51:35.579094,0,True,False,0259,2.5,"{0: 0, 1: 0, 2: 0, 3: 0, 4: 0, 5: 0}"
media,https://www.woorden.org/woord/media,0,2023-03-17 13:51:35.579094,0,True,False,0259,2.5,"{0: 0, 1: 0, 2: 0, 3: 0, 4: 0, 5: 0}"
eens,https://www.woorden.org/woord/eens,0,2023-03-17 13:51:35.579094,0,True,False,2471,2.5,"{0: 0, 1: 0, 2: 0, 3: 0, 4: 0, 5: 0}"
trump,https://www.woorden.org/woord/trump,0,2023-03-17 13:51:35.579094,0,True,False,6815,2.5,"{0: 0, 1: 0, 2: 0, 3: 0, 4: 0, 5: 0}"
gevonden,https://www.woorden.org/woord/gevonden,0,2023-03-17 13:51:35.579094,0,True,False,7926,2.5,"{0: 0, 1: 0, 2: 0, 3: 0, 4: 0, 5: 0}"
ziekenhuis,https://www.woorden.org/woord/ziekenhuis,0,2023-03-17 13:51:35.579094,0,True,False,9148,2.5,"{0: 0, 1: 0, 2: 0, 3: 0, 4: 0, 5: 0}"
der,https://www.woorden.org/woord/der,0,2023-03-17 13:51:35.579094,0,True,False,0259,2.5,"{0: 0, 1: 0, 2: 0, 3: 0, 4: 0, 5: 0}"
enkele,https://www.woorden.org/woord/enkele,0,2023-03-17 13:51:35.579094,0,True,False,4693,2.5,"{0: 0, 1: 0, 2: 0, 3: 0, 4: 0, 5: 0}"
problemen,https://www.woorden.org/woord/problemen,0,2023-03-17 13:51:35.579094,0,True,False,7926,2.5,"{0: 0, 1: 0, 2: 0, 3: 0, 4: 0, 5: 0}"
inmiddels,https://www.woorden.org/woord/inmiddels,0,2023-03-17 13:51:35.579094,0,True,False,0259,2.5,"{0: 0, 1: 0, 2: 0, 3: 0, 4: 0, 5: 0}"
zit,https://www.woorden.org/woord/zit,0,2023-03-17 13:51:35.579094,0,True,False,6815,2.5,"{0: 0, 1: 0, 2: 0, 3: 0, 4: 0, 5: 0}"
daarna,https://www.woorden.org/woord/daarna,0,2023-03-17 13:51:35.579094,0,True,False,7926,2.5,"{0: 0, 1: 0, 2: 0, 3: 0, 4: 0, 5: 0}"
rechter,https://www.woorden.org/woord/rechter,0,2023-03-17 13:51:35.579094,0,True,False,3582,2.5,"{0: 0, 1: 0, 2: 0, 3: 0, 4: 0, 5: 0}"
vanaf,https://www.woorden.org/woord/vanaf,0,2023-03-17 13:51:35.579094,0,True,False,5704,2.5,"{0: 0, 1: 0, 2: 0, 3: 0, 4: 0, 5: 0}"
begin,https://www.woorden.org/woord/begin,0,2023-03-17 13:51:35.579094,0,True,False,7926,2.5,"{0: 0, 1: 0, 2: 0, 3: 0, 4: 0, 5: 0}"
blijft,https://www.woorden.org/woord/blijft,0,2023-03-17 13:51:35.579094,0,True,False,9148,2.5,"{0: 0, 1: 0, 2: 0, 3: 0, 4: 0, 5: 0}"
miljard,https://www.woorden.org/woord/miljard,0,2023-03-17 13:51:35.579094,0,True,False,8037,2.5,"{0: 0, 1: 0, 2: 0, 3: 0, 4: 0, 5: 0}"
geweest,https://www.woorden.org/woord/geweest,0,2023-03-17 13:51:35.579094,0,True,False,3582,2.5,"{0: 0, 1: 0, 2: 0, 3: 0, 4: 0, 5: 0}"
ligt,https://www.woorden.org/woord/ligt,0,2023-03-17 13:51:35.579094,0,True,False,9148,2.5,"{0: 0, 1: 0, 2: 0, 3: 0, 4: 0, 5: 0}"
laat,https://www.woorden.org/woord/laat,0,2023-03-17 13:51:35.579094,0,True,False,2471,2.5,"{0: 0, 1: 0, 2: 0, 3: 0, 4: 0, 5: 0}"
werken,https://www.woorden.org/woord/werken,0,2023-03-17 13:51:35.579094,0,True,False,5704,2.5,"{0: 0, 1: 0, 2: 0, 3: 0, 4: 0, 5: 0}"
nemen,https://www.woorden.org/woord/nemen,0,2023-03-17 13:51:35.579094,0,True,False,7926,2.5,"{0: 0, 1: 0, 2: 0, 3: 0, 4: 0, 5: 0}"
nos,https://www.woorden.org/woord/nos,0,2023-03-17 13:51:35.579094,0,True,False,4693,2.5,"{0: 0, 1: 0, 2: 0, 3: 0, 4: 0, 5: 0}"
vrouwen,https://www.woorden.org/woord/vrouwen,0,2023-03-17 13:51:35.579094,0,True,False,3582,2.5,"{0: 0, 1: 0, 2: 0, 3: 0, 4: 0, 5: 0}"
onze,https://www.woorden.org/woord/onze,0,2023-03-17 13:51:35.579094,0,True,False,9148,2.5,"{0: 0, 1: 0, 2: 0, 3: 0, 4: 0, 5: 0}"
partijen,https://www.woorden.org/woord/partijen,0,2023-03-17 13:51:35.579094,0,True,False,0259,2.5,"{0: 0, 1: 0, 2: 0, 3: 0, 4: 0, 5: 0}"
rusland,https://www.woorden.org/woord/rusland,0,2023-03-17 13:51:35.579094,0,True,False,7926,2.5,"{0: 0, 1: 0, 2: 0, 3: 0, 4: 0, 5: 0}"
net,https://www.woorden.org/woord/net,0,2023-03-17 13:51:35.579094,0,True,False,1360,2.5,"{0: 0, 1: 0, 2: 0, 3: 0, 4: 0, 5: 0}"
daarbij,https://www.woorden.org/woord/daarbij,0,2023-03-17 13:51:35.579094,0,True,False,4693,2.5,"{0: 0, 1: 0, 2: 0, 3: 0, 4: 0, 5: 0}"
meldt,https://www.woorden.org/woord/meldt,0,2023-03-17 13:51:35.579094,0,True,False,2471,2.5,"{0: 0, 1: 0, 2: 0, 3: 0, 4: 0, 5: 0}"
lang,https://www.woorden.org/woord/lang,0,2023-03-17 13:51:35.579094,0,True,False,9148,2.5,"{0: 0, 1: 0, 2: 0, 3: 0, 4: 0, 5: 0}"
echt,https://www.woorden.org/woord/echt,0,2023-03-17 13:51:35.579094,0,True,False,2471,2.5,"{0: 0, 1: 0, 2: 0, 3: 0, 4: 0, 5: 0}"
heb,https://www.woorden.org/woord/heb,0,2023-03-17 13:51:35.579094,0,True,False,1360,2.5,"{0: 0, 1: 0, 2: 0, 3: 0, 4: 0, 5: 0}"
grootste,https://www.woorden.org/woord/grootste,0,2023-03-17 13:51:35.579094,0,True,False,6815,2.5,"{0: 0, 1: 0, 2: 0, 3: 0, 4: 0, 5: 0}"
groep,https://www.woorden.org/woord/groep,0,2023-03-17 13:51:35.579094,0,True,False,6815,2.5,"{0: 0, 1: 0, 2: 0, 3: 0, 4: 0, 5: 0}"
kon,https://www.woorden.org/woord/kon,0,2023-03-17 13:51:35.579094,0,True,False,3582,2.5,"{0: 0, 1: 0, 2: 0, 3: 0, 4: 0, 5: 0}"
wilde,https://www.woorden.org/woord/wilde,0,2023-03-17 13:51:35.579094,0,True,False,6815,2.5,"{0: 0, 1: 0, 2: 0, 3: 0, 4: 0, 5: 0}"
weinig,https://www.woorden.org/woord/weinig,0,2023-03-17 13:51:35.579094,0,True,False,4693,2.5,"{0: 0, 1: 0, 2: 0, 3: 0, 4: 0, 5: 0}"
komende,https://www.woorden.org/woord/komende,0,2023-03-17 13:51:35.579094,0,True,False,0259,2.5,"{0: 0, 1: 0, 2: 0, 3: 0, 4: 0, 5: 0}"
achter,https://www.woorden.org/woord/achter,0,2023-03-17 13:51:35.579094,0,True,False,1360,2.5,"{0: 0, 1: 0, 2: 0, 3: 0, 4: 0, 5: 0}"
eind,https://www.woorden.org/woord/eind,0,2023-03-17 13:51:35.579094,0,True,False,8037,2.5,"{0: 0, 1: 0, 2: 0, 3: 0, 4: 0, 5: 0}"
slachtoffers,https://www.woorden.org/woord/slachtoffers,0,2023-03-17 13:51:35.579094,0,True,False,6815,2.5,"{0: 0, 1: 0, 2: 0, 3: 0, 4: 0, 5: 0}"
want,https://www.woorden.org/woord/want,0,2023-03-17 13:51:35.579094,0,True,False,4693,2.5,"{0: 0, 1: 0, 2: 0, 3: 0, 4: 0, 5: 0}"
mannen,https://www.woorden.org/woord/mannen,0,2023-03-17 13:51:35.579094,0,True,False,7926,2.5,"{0: 0, 1: 0, 2: 0, 3: 0, 4: 0, 5: 0}"
maakt,https://www.woorden.org/woord/maakt,0,2023-03-17 13:51:35.579094,0,True,False,5704,2.5,"{0: 0, 1: 0, 2: 0, 3: 0, 4: 0, 5: 0}"
mogen,https://www.woorden.org/woord/mogen,0,2023-03-17 13:51:35.579094,0,True,False,6815,2.5,"{0: 0, 1: 0, 2: 0, 3: 0, 4: 0, 5: 0}"
mag,https://www.woorden.org/woord/mag,0,2023-03-17 13:51:35.579094,0,True,False,4693,2.5,"{0: 0, 1: 0, 2: 0, 3: 0, 4: 0, 5: 0}"
paar,https://www.woorden.org/woord/paar,0,2023-03-17 13:51:35.579094,0,True,False,7926,2.5,"{0: 0, 1: 0, 2: 0, 3: 0, 4: 0, 5: 0}"
buiten,https://www.woorden.org/woord/buiten,0,2023-03-17 13:51:35.579094,0,True,False,5704,2.5,"{0: 0, 1: 0, 2: 0, 3: 0, 4: 0, 5: 0}"
krijgt,https://www.woorden.org/woord/krijgt,0,2023-03-17 13:51:35.579094,0,True,False,0259,2.5,"{0: 0, 1: 0, 2: 0, 3: 0, 4: 0, 5: 0}"
nadat,https://www.woorden.org/woord/nadat,0,2023-03-17 13:51:35.579094,0,True,False,7926,2.5,"{0: 0, 1: 0, 2: 0, 3: 0, 4: 0, 5: 0}"
britse,https://www.woorden.org/woord/britse,0,2023-03-17 13:51:35.579094,0,True,False,4693,2.5,"{0: 0, 1: 0, 2: 0, 3: 0, 4: 0, 5: 0}"
tien,https://www.woorden.org/woord/tien,0,2023-03-17 13:51:35.579094,0,True,False,8037,2.5,"{0: 0, 1: 0, 2: 0, 3: 0, 4: 0, 5: 0}"
daarmee,https://www.woorden.org/woord/daarmee,0,2023-03-17 13:51:35.579094,0,True,False,4693,2.5,"{0: 0, 1: 0, 2: 0, 3: 0, 4: 0, 5: 0}"
doet,https://www.woorden.org/woord/doet,0,2023-03-17 13:51:35.579094,0,True,False,8037,2.5,"{0: 0, 1: 0, 2: 0, 3: 0, 4: 0, 5: 0}"
plaats,https://www.woorden.org/woord/plaats,0,2023-03-17 13:51:35.579094,0,True,False,5704,2.5,"{0: 0, 1: 0, 2: 0, 3: 0, 4: 0, 5: 0}"
iedereen,https://www.woorden.org/woord/iedereen,0,2023-03-17 13:51:35.579094,0,True,False,8037,2.5,"{0: 0, 1: 0, 2: 0, 3: 0, 4: 0, 5: 0}"
waarin,https://www.woorden.org/woord/waarin,0,2023-03-17 13:51:35.579094,0,True,False,9148,2.5,"{0: 0, 1: 0, 2: 0, 3: 0, 4: 0, 5: 0}"
nooit,https://www.woorden.org/woord/nooit,0,2023-03-17 13:51:35.579094,0,True,False,6815,2.5,"{0: 0, 1: 0, 2: 0, 3: 0, 4: 0, 5: 0}"
europa,https://www.woorden.org/woord/europa,0,2023-03-17 13:51:35.579094,0,True,False,7926,2.5,"{0: 0, 1: 0, 2: 0, 3: 0, 4: 0, 5: 0}"
verwacht,https://www.woorden.org/woord/verwacht,0,2023-03-17 13:51:35.579094,0,True,False,2471,2.5,"{0: 0, 1: 0, 2: 0, 3: 0, 4: 0, 5: 0}"
russische,https://www.woorden.org/woord/russische,0,2023-03-17 13:51:35.579094,0,True,False,8037,2.5,"{0: 0, 1: 0, 2: 0, 3: 0, 4: 0, 5: 0}"
ten,https://www.woorden.org/woord/ten,0,2023-03-17 13:51:35.579094,0,True,False,4693,2.5,"{0: 0, 1: 0, 2: 0, 3: 0, 4: 0, 5: 0}"
openbaar,https://www.woorden.org/woord/openbaar,0,2023-03-17 13:51:35.579094,0,True,False,3582,2.5,"{0: 0, 1: 0, 2: 0, 3: 0, 4: 0, 5: 0}"
gebruikt,https://www.woorden.org/woord/gebruikt,0,2023-03-17 13:51:35.579094,0,True,False,9148,2.5,"{0: 0, 1: 0, 2: 0, 3: 0, 4: 0, 5: 0}"
brand,https://www.woorden.org/woord/brand,0,2023-03-17 13:51:35.579094,0,True,False,7926,2.5,"{0: 0, 1: 0, 2: 0, 3: 0, 4: 0, 5: 0}"
pas,https://www.woorden.org/woord/pas,0,2023-03-17 13:51:35.579094,0,True,False,1360,2.5,"{0: 0, 1: 0, 2: 0, 3: 0, 4: 0, 5: 0}"
maatregelen,https://www.woorden.org/woord/maatregelen,0,2023-03-17 13:51:35.579094,0,True,False,5704,2.5,"{0: 0, 1: 0, 2: 0, 3: 0, 4: 0, 5: 0}"
vraag,https://www.woorden.org/woord/vraag,0,2023-03-17 13:51:35.579094,0,True,False,6815,2.5,"{0: 0, 1: 0, 2: 0, 3: 0, 4: 0, 5: 0}"
aldus,https://www.woorden.org/woord/aldus,0,2023-03-17 13:51:35.579094,0,True,False,1360,2.5,"{0: 0, 1: 0, 2: 0, 3: 0, 4: 0, 5: 0}"
vs,https://www.woorden.org/woord/vs,0,2023-03-17 13:51:35.579094,0,True,False,3582,2.5,"{0: 0, 1: 0, 2: 0, 3: 0, 4: 0, 5: 0}"
